Format Version,1.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
2075,17.292,,,,179.418686,1495.267578,1006.907227,-7.340384,1701.104858,980.131165,167.178497,1834.446167,1090.471924,153.283188,926.749023,956.468079,102.80275,1115.280029,1007.938599
2076,17.3,,,,179.475555,1495.207275,1006.768677,-7.288752,1701.108276,979.489563,168.662201,1831.857056,1090.886719,153.280533,926.75946,956.481201,102.769844,1115.252075,1007.923035
2077,17.308,,,,179.468262,1495.127563,1006.391541,-7.197011,1701.123779,978.834656,170.195984,1829.441406,1090.933472,153.204178,926.760254,956.536987,102.771919,1115.235596,1007.885681
2078,17.317,,,,179.537262,1495.064575,1006.274719,-7.121579,1701.167603,978.200867,171.65979,1826.918213,1091.015259,153.151215,926.750549,956.558899,102.749352,1115.224243,1007.892944
2079,17.325,,,,179.589752,1495.013428,1006.080872,-7.001196,1701.189941,977.53064,173.081863,1824.390015,1091.095581,153.171509,926.690063,956.587952,102.738472,1115.198364,1007.895447
2080,17.333,,,,179.663956,1494.964355,1005.887634,-6.894309,1701.206177,976.87738,174.467117,1821.875854,1091.192749,153.094574,926.699158,956.631653,102.737686,1115.177979,1007.873169
2081,17.342,,,,179.707458,1494.911499,1005.618713,-6.768882,1701.206543,976.269165,175.763596,1819.243286,1091.276489,153.016922,926.712463,956.639832,102.741264,1115.163574,1007.825623
2082,17.35,,,,179.800095,1494.857788,1005.495789,-6.732815,1701.21582,975.720947,177.039185,1816.805176,1091.411011,153.12352,926.567749,956.648438,102.761871,1115.163452,1007.720947
2083,17.358,,,,179.846695,1494.787476,1005.260559,-6.687989,1701.21167,975.257996,178.191757,1814.394287,1091.524658,153.09053,926.571472,956.637146,102.741669,1115.154907,1007.603882
2084,17.367,,,,179.899689,1494.730347,1005.103455,-6.655717,1701.177246,974.763184,179.408157,1811.966675,1091.681274,153.201645,926.452332,956.631287,102.729942,1115.131226,1007.478027
2085,17.375,,,,179.993408,1494.667603,1005.026367,-6.684027,1701.128784,974.34082,180.34903,1809.450806,1092.061523,153.144836,926.442444,956.606018,102.744186,1115.096558,1007.350586
2086,17.383,,,,179.953018,1494.624023,1004.668091,-6.847693,1701.096191,974.090332,181.294495,1807.165527,1092.137085,153.225311,926.312134,956.604553,102.815117,1115.05188,1007.111206
2087,17.392,,,,179.958328,1494.583008,1004.542725,-6.984265,1700.987061,973.759033,182.189865,1804.913452,1092.278076,153.240036,926.269165,956.554443,102.828163,1115.026855,1006.98877
2088,17.4,,,,179.960449,1494.517578,1004.367737,-7.25285,1700.865967,973.474426,183.020157,1802.673828,1092.388184,153.321854,926.16748,956.523193,102.827202,1114.969116,1006.914001
2089,17.408,,,,179.868332,1494.430786,1004.49762,-7.621977,1700.706787,973.251343,183.769348,1800.504517,1092.487061,153.241486,926.219177,956.464539,102.869919,1114.915405,1006.835083
2090,17.417,,,,179.837204,1494.364502,1004.432312,-7.925746,1700.522461,972.989441,184.446487,1798.415894,1092.540527,153.371292,926.07959,956.437622,102.894424,1114.884033,1006.780884
2091,17.425,,,,179.778351,1494.359497,1004.336487,-8.241454,1700.296265,972.699829,185.103424,1796.295044,1092.630371,153.311646,926.160706,956.379089,102.976303,1114.868774,1006.729736
2092,17.433,,,,179.816879,1494.344482,1004.4552,-8.678487,1700.109741,972.488342,185.609726,1794.253662,1092.874634,153.376221,926.156433,956.327454,103.0299,1114.855347,1006.682251
2093,17.442,,,,179.718704,1494.308105,1004.223572,-8.961544,1699.966064,972.326233,186.191788,1792.27063,1092.879517,153.397186,926.078186,956.30304,103.08699,1114.827637,1006.63147
2094,17.45,,,,179.672012,1494.280396,1004.193176,-9.17015,1699.825195,972.05835,186.719177,1790.397339,1092.897461,153.396225,926.138306,956.246216,103.133507,1114.782104,1006.609558
2095,17.458,,,,179.633301,1494.266846,1004.105713,-9.426089,1699.680542,971.885376,187.137863,1788.606689,1092.855591,153.582504,926.054382,956.210327,103.179237,1114.777954,1006.563782
2096,17.467,,,,179.573639,1494.233398,1004.116882,-9.561492,1699.539307,971.604431,187.667557,1786.993042,1092.856689,153.607681,926.099548,956.162537,103.215919,1114.764648,1006.529785
2097,17.475,,,,179.549911,1494.166626,1004.083496,-9.791094,1699.374756,971.40332,188.077133,1785.450073,1092.825317,153.665833,926.038391,956.139404,103.257393,1114.736084,1006.492859
2098,17.483,,,,179.504013,1494.129517,1004.067444,-9.925081,1699.280762,971.220642,188.483307,1784.087402,1092.789551,153.693817,926.061401,956.096802,103.273849,1114.710815,1006.462341
2099,17.492,,,,179.499512,1494.083008,1004.076233,-10.038252,1699.134521,970.928589,188.835052,1782.814819,1092.746948,153.683868,926.132812,956.065735,103.295311,1114.689087,1006.439209
2100,17.5,,,,179.473495,1494.068481,1004.014282,-10.162577,1699.06189,970.732788,189.199921,1781.841553,1092.72998,153.845795,925.980469,956.028381,103.344849,1114.685547,1006.403198
2101,17.508,,,,179.509369,1494.056519,1004.108215,-10.185341,1698.996216,970.414612,189.387772,1780.871948,1092.787231,153.851166,926.051636,955.968811,103.346771,1114.684082,1006.396301
2102,17.517,,,,179.442871,1494.007202,1004.061096,-10.230145,1698.997314,970.261108,189.704605,1779.879272,1092.735352,153.815247,926.046997,955.900696,103.388092,1114.684326,1006.37207
2103,17.525,,,,179.422836,1493.992798,1003.973694,-10.213657,1698.994385,970.085083,190.070786,1779.086792,1092.74353,153.844604,926.031616,955.871948,103.399849,1114.685791,1006.357056
2104,17.533,,,,179.413162,1493.969849,1003.919861,-10.137825,1699.030884,969.900452,190.390549,1778.27417,1092.749878,153.935242,925.952026,955.862671,103.415939,1114.699585,1006.334534
2105,17.542,,,,179.426163,1493.955811,1003.880249,-9.998198,1699.06897,969.703735,190.645279,1777.541138,1092.763306,153.874329,926.039124,955.825134,103.417374,1114.708618,1006.323242
2106,17.55,,,,179.425232,1493.949463,1003.869629,-9.840792,1699.145874,969.510437,190.98793,1776.739746,1092.79541,153.837372,926.053711,955.822571,103.418831,1114.697754,1006.271362
2107,17.558,,,,179.428757,1493.956665,1003.796448,-9.710312,1699.224854,969.30249,191.291321,1776.016602,1092.837036,153.74736,926.138062,955.794189,103.388161,1114.687744,1006.237732
2108,17.567,,,,179.523499,1493.955078,1003.942261,-9.499743,1699.286133,969.024353,191.51326,1775.373413,1092.955078,153.872009,925.966614,955.787109,103.353775,1114.69458,1006.214355
2109,17.575,,,,179.477005,1493.943359,1003.817322,-9.346252,1699.379883,968.916443,191.786133,1774.75,1093.008057,153.892868,925.956909,955.796082,103.344391,1114.696777,1006.144043
2110,17.583,,,,179.486053,1493.95166,1003.743652,-9.194731,1699.443115,968.78656,191.950745,1774.14209,1093.05835,153.823181,926.011353,955.766052,103.337852,1114.702637,1006.088867
2111,17.592,,,,179.50502,1493.95105,1003.756531,-9.078188,1699.523438,968.700928,192.184921,1773.482422,1093.149414,153.789673,925.948853,955.816711,103.305977,1114.68335,1006.06897
2112,17.6,,,,179.538849,1493.951538,1003.833435,-8.973557,1699.602417,968.636414,192.357254,1772.868042,1093.246338,153.813797,925.947388,955.758118,103.301048,1114.682129,1006.005859
2113,17.608,,,,179.534912,1493.974609,1003.769531,-8.978969,1699.666138,968.644836,192.493149,1772.222534,1093.334839,153.830231,925.914734,955.786316,103.267654,1114.669434,1005.992554
2114,17.617,,,,179.534485,1493.983643,1003.803833,-8.891462,1699.760864,968.653198,192.686768,1771.599365,1093.470337,153.715881,925.947815,955.805115,103.270432,1114.661499,1005.939941
2115,17.625,,,,179.523849,1494.020752,1003.657471,-8.946437,1699.835571,968.750854,192.898148,1770.883301,1093.596802,153.76564,925.885742,955.795837,103.259094,1114.649292,1005.911011
2116,17.633,,,,179.540024,1494.06311,1003.780823,-8.966531,1699.90918,968.822449,193.03688,1770.052368,1093.733032,153.705063,925.961731,955.765991,103.252869,1114.620483,1005.871277
2117,17.642,,,,179.559891,1494.128906,1003.793579,-9.041924,1699.966309,968.897522,193.152298,1769.333008,1093.953491,153.77771,925.912109,955.695007,103.262337,1114.608765,1005.814087
2118,17.65,,,,179.47998,1494.160522,1003.705261,-9.136439,1700.065918,969.073425,193.246658,1768.593872,1094.107422,153.742859,925.941772,955.708008,103.257896,1114.608032,1005.732056
2119,17.658,,,,179.50531,1494.300781,1003.364319,-9.287445,1700.180542,969.26947,193.290009,1767.828491,1094.275879,153.879166,925.724731,955.703491,103.297333,1114.636841,1005.640015
2120,17.667,,,,179.504898,1494.419067,1003.221985,-9.427683,1700.269897,969.435181,193.372086,1767.099854,1094.488037,153.954269,925.689087,955.664368,103.316086,1114.628906,1005.573975
2121,17.675,,,,179.475204,1494.508179,1003.168945,-9.580946,1700.339478,969.640259,193.482498,1766.348145,1094.72937,153.926605,925.757568,955.654358,103.299347,1114.602783,1005.527039
2122,17.683,,,,179.441803,1494.564209,1003.312256,-9.717564,1700.399902,969.856079,193.526581,1765.721436,1094.958008,153.89801,925.811218,955.64978,103.349419,1114.646606,1005.469177
2123,17.692,,,,179.415466,1494.611816,1003.330139,-9.885145,1700.451782,970.096741,193.503128,1765.139526,1095.17334,153.911697,925.890991,955.651245,103.368301,1114.68103,1005.396973
2124,17.7,,,,179.4478,1494.644409,1003.580444,-10.036645,1700.477783,970.313477,193.482864,1764.632324,1095.492188,154.059723,925.744568,955.635132,103.399734,1114.696533,1005.367188
2125,17.708,,,,179.319656,1494.685791,1003.365967,-10.19969,1700.529907,970.631958,193.597733,1764.174072,1095.741089,154.095581,925.79303,955.636841,103.429512,1114.676758,1005.326294
2126,17.717,,,,179.321884,1494.696655,1003.509033,-10.315476,1700.577271,970.931824,193.631592,1763.728027,1096.006348,154.222397,925.668457,955.645691,103.480347,1114.680542,1005.326599
2127,17.725,,,,179.283661,1494.711548,1003.628479,-10.439578,1700.59436,971.173401,193.67363,1763.303711,1096.275391,154.151611,925.926636,955.627502,103.545692,1114.711548,1005.319824
2128,17.733,,,,179.260666,1494.738037,1003.646606,-10.509762,1700.629395,971.416748,193.67392,1762.986938,1096.546509,154.203949,925.77655,955.672485,103.617218,1114.718628,1005.316284
2129,17.742,,,,179.251495,1494.762207,1003.746521,-10.597248,1700.640259,971.642578,193.665558,1762.744019,1096.820068,154.253769,925.826538,955.658508,103.636269,1114.714966,1005.353943
2130,17.75,,,,179.227951,1494.744629,1003.852844,-10.615602,1700.63855,971.818542,193.668243,1762.471313,1097.083008,154.294724,925.816284,955.649414,103.688721,1114.709473,1005.363586
2131,17.758,,,,179.197708,1494.744141,1003.9245,-10.652153,1700.640259,971.992737,193.638611,1762.228394,1097.365967,154.341812,925.740356,955.684692,103.717453,1114.715698,1005.366211
2132,17.767,,,,179.191406,1494.713867,1004.053101,-10.68199,1700.641235,972.162415,193.5755,1762.004028,1097.646484,154.404144,925.74353,955.684021,103.72847,1114.707397,1005.397461
2133,17.775,,,,179.225204,1494.733398,1004.238831,-10.713077,1700.616943,972.257629,193.544708,1761.804565,1097.982422,154.359329,925.900208,955.660706,103.738449,1114.702515,1005.43988
2134,17.783,,,,179.138931,1494.725952,1004.165283,-10.760418,1700.630127,972.448669,193.494705,1761.611816,1098.250977,154.411957,925.718384,955.742981,103.729164,1114.686035,1005.482422
2135,17.792,,,,179.098068,1494.727905,1004.237671,-10.776366,1700.625488,972.542053,193.408768,1761.481445,1098.538696,154.373962,925.795227,955.761719,103.729523,1114.672485,1005.51178
2136,17.8,,,,179.082932,1494.702026,1004.312012,-10.80457,1700.643921,972.700012,193.371475,1761.36145,1098.82959,154.428864,925.700745,955.809875,103.732918,1114.68396,1005.546692
2137,17.808,,,,179.041855,1494.711304,1004.353516,-10.795706,1700.643311,972.785217,193.308731,1761.190918,1099.110229,154.392639,925.721619,955.865784,103.739197,1114.657104,1005.615601
2138,17.817,,,,179.032654,1494.69751,1004.481201,-10.824267,1700.661499,972.890869,193.274445,1761.053833,1099.392212,154.437744,925.689758,955.909485,103.74263,1114.640625,1005.696655
2139,17.825,,,,178.997681,1494.692871,1004.573242,-10.831709,1700.646606,972.955139,193.231155,1760.922729,1099.677612,154.411636,925.711548,955.93988,103.740265,1114.629517,1005.777832
2140,17.833,,,,179.063797,1494.68396,1004.83313,-10.853269,1700.625122,973.020081,193.153595,1760.756348,1099.979492,154.330994,925.824768,955.969849,103.737617,1114.659058,1005.894287
2141,17.842,,,,178.962631,1494.668335,1004.692932,-10.886551,1700.634521,973.188477,193.097519,1760.548706,1100.22229,154.413757,925.705322,956.057922,103.725586,1114.634888,1006.010559
2142,17.85,,,,178.968079,1494.651489,1004.80127,-10.916556,1700.61145,973.305481,193.044464,1760.308716,1100.483765,154.232712,925.957153,956.099121,103.719833,1114.634399,1006.133911
2143,17.858,,,,178.955597,1494.645874,1004.825562,-11.007322,1700.561279,973.443176,192.965637,1760.122925,1100.745483,154.251999,925.907349,956.177734,103.72155,1114.640381,1006.214233
2144,17.867,,,,178.923492,1494.619385,1004.905334,-11.078019,1700.535645,973.608093,192.896179,1759.951416,1101.008179,154.222244,925.901611,956.22998,103.718452,1114.637207,1006.279358
2145,17.875,,,,178.858292,1494.617798,1004.932739,-11.150617,1700.475586,973.728027,192.802231,1759.765137,1101.269409,154.187164,925.988159,956.278381,103.716972,1114.635376,1006.359802
2146,17.883,,,,178.81218,1494.507935,1005.306152,-11.191798,1700.457764,973.857056,192.733109,1759.633301,1101.53772,154.128342,925.995056,956.427246,103.739845,1114.650513,1006.415466
2147,17.892,,,,178.77301,1494.494385,1005.308533,-11.315325,1700.40686,973.988342,192.628479,1759.494019,1101.760742,154.077347,926.044617,956.514771,103.741821,1114.641846,1006.510986
2148,17.9,,,,178.769653,1494.468994,1005.478149,-11.380854,1700.385132,974.089294,192.554504,1759.361328,1101.994141,154.153473,925.934387,956.58252,103.735893,1114.612061,1006.626099
2149,17.908,,,,178.790558,1494.471191,1005.716675,-11.548176,1700.307617,974.221375,192.407394,1759.231812,1102.250977,154.125443,926.021362,956.640259,103.735268,1114.608276,1006.728394
2150,17.917,,,,178.651978,1494.457153,1005.549438,-11.743526,1700.329346,974.539307,192.236404,1759.130859,1102.435669,154.166595,925.932129,956.72467,103.740402,1114.585815,1006.852478
2151,17.925,,,,178.647919,1494.432983,1005.694397,-11.914357,1700.258301,974.699585,192.060333,1759.102295,1102.64856,154.143524,925.969666,956.795837,103.744789,1114.602539,1006.920471
2152,17.933,,,,178.592072,1494.42981,1005.758972,-12.06574,1700.207153,974.871887,191.955368,1759.071167,1102.845825,154.169617,925.97583,956.855591,103.755547,1114.61792,1006.973511
2153,17.942,,,,178.546738,1494.426636,1005.807739,-12.293087,1700.130493,975.094482,191.740891,1759.060425,1103.018799,154.193344,925.921326,956.918762,103.76339,1114.583252,1007.024902
2154,17.95,,,,178.507553,1494.390625,1005.828125,-12.50871,1700.067871,975.320984,191.578125,1759.027954,1103.193604,154.224411,925.920288,956.970764,103.772598,1114.592163,1007.09436
2155,17.958,,,,178.480988,1494.372681,1006.041199,-12.690256,1699.978638,975.497559,191.431274,1758.973511,1103.376221,154.153534,926.035706,957.019226,103.793419,1114.593994,1007.151123
2156,17.967,,,,178.471207,1494.405396,1006.200439,-12.910081,1699.91394,975.687134,191.283295,1758.944092,1103.583618,154.26329,925.947266,957.055481,103.822586,1114.61499,1007.228149
2157,17.975,,,,178.357986,1494.366211,1006.059509,-13.155807,1699.874023,975.996033,191.156204,1758.896851,1103.735107,154.268478,925.955566,957.102966,103.866875,1114.626099,1007.306335
2158,17.983,,,,178.317078,1494.376099,1006.189697,-13.286033,1699.828735,976.193176,190.972855,1758.878052,1103.907471,154.266174,926.020203,957.16272,103.922554,1114.626953,1007.369629
2159,17.992,,,,178.251999,1494.385498,1006.203918,-13.458282,1699.764648,976.410339,190.860672,1758.847778,1104.078735,154.349335,925.967957,957.205139,103.946991,1114.657349,1007.46106
2160,18,,,,178.218018,1494.390137,1006.385681,-13.607623,1699.743042,976.643188,190.718231,1758.801758,1104.255859,154.422165,925.941284,957.251892,103.96991,1114.67688,1007.523804
2161,18.008,,,,178.169205,1494.400146,1006.453857,-13.74948,1699.724976,976.860779,190.622238,1758.798218,1104.43811,154.386398,926.013306,957.278931,103.970665,1114.706543,1007.60791
2162,18.017,,,,178.146667,1494.385498,1006.598328,-13.850801,1699.729858,977.090149,190.521622,1758.768677,1104.617188,154.457184,925.95636,957.324036,103.993752,1114.715332,1007.678772
2163,18.025,,,,178.07254,1494.399902,1006.651428,-13.995186,1699.725342,977.350342,190.462982,1758.776489,1104.797852,154.529434,925.92981,957.369507,104.020638,1114.731445,1007.736938
2164,18.033,,,,178.069046,1494.460571,1006.592651,-14.107843,1699.745239,977.568604,190.387436,1758.765625,1104.985352,154.512787,926.035522,957.404175,104.039917,1114.744507,1007.798462
2165,18.042,,,,178.076981,1494.494141,1006.872803,-14.189123,1699.720093,977.779175,190.322906,1758.772949,1105.237305,154.579422,926.027405,957.457214,104.083389,1114.798096,1007.83252
2166,18.05,,,,177.956253,1494.488892,1006.84082,-14.272644,1699.737061,978.11908,190.278473,1758.751465,1105.448608,154.563705,926.019836,957.539001,104.07019,1114.80127,1007.895813
2167,18.058,,,,177.925598,1494.469971,1006.953491,-14.357985,1699.722046,978.377502,190.223587,1758.693604,1105.662842,154.561478,926.090027,957.600403,104.122932,1114.813965,1007.946594
2168,18.067,,,,177.882874,1494.457764,1007.112732,-14.423349,1699.692261,978.634216,190.224701,1758.581055,1105.875244,154.573105,926.100464,957.682678,104.114983,1114.825928,1008.036987
2169,18.075,,,,177.841232,1494.435791,1007.238403,-14.496367,1699.72644,978.912903,190.220001,1758.47168,1106.084595,154.635071,926.050415,957.752502,104.148964,1114.843872,1008.143921
2170,18.083,,,,177.764374,1494.47583,1007.193298,-14.516079,1699.73938,979.124268,190.232544,1758.335693,1106.295654,154.57782,926.104797,957.819031,104.143745,1114.84375,1008.263
2171,18.092,,,,177.740829,1494.491211,1007.471436,-14.540244,1699.772461,979.343933,190.259598,1758.235352,1106.514282,154.51239,926.206177,957.896118,104.113693,1114.825806,1008.42511
